email_id,case_id,cust_id,sender_type,channel,email_timestamp,conversation_phase,email_subject,email_body,customer_behavior_type,customer_tone_label,customer_intent_label,dca_behavior_type,dca_tone_label,dca_intent_label
Email_CASE_00123_18,CASE_00123,CUST_0844,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00123_19,CASE_00123,CUST_0844,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00123_20,CASE_00123,CUST_0844,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00123_21,CASE_00123,CUST_0844,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00123_22,CASE_00123,CUST_0844,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00124_1,CASE_00124,CUST_0451,Customer,Call,35:19.5,,Phone Call Interaction,I lost my job and can only pay $500 .,distressed,frustrated,partial_pay,,,
Call_CASE_00124_2,CASE_00124,CUST_0451,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00124_3,CASE_00124,CUST_0451,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00124_4,CASE_00124,CUST_0451,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00124_5,CASE_00124,CUST_0451,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00124_6,CASE_00124,CUST_0451,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00124_7,CASE_00124,CUST_0451,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00124_8,CASE_00124,CUST_0451,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00124_9,CASE_00124,CUST_0451,Customer,Email,35:19.5,,Payment Follow-up,I lost my job and can only pay $750 by 15th Jan.,distressed,frustrated,partial_pay,,,
Call_CASE_00124_10,CASE_00124,CUST_0451,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00124_11,CASE_00124,CUST_0451,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00124_12,CASE_00124,CUST_0451,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00125_1,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00125_2,CASE_00125,CUST_0068,Customer,Call,35:19.5,,Phone Call Interaction,I lost my job and can only pay $2500 by end of month.,distressed,frustrated,partial_pay,,,
Call_CASE_00125_3,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00125_4,CASE_00125,CUST_0068,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00125_5,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00125_6,CASE_00125,CUST_0068,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00125_7,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00125_8,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00125_9,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00125_10,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00125_11,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00125_12,CASE_00125,CUST_0068,Customer,Call,35:19.5,,Phone Call Interaction,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00125_13,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00125_14,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00125_15,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00125_16,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00125_17,CASE_00125,CUST_0068,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00125_18,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00125_19,CASE_00125,CUST_0068,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00125_20,CASE_00125,CUST_0068,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00126_1,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00126_2,CASE_00126,CUST_0615,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_3,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00126_4,CASE_00126,CUST_0615,Customer,Email,35:19.5,,Payment Follow-up,I can pay $250 by 15th Jan.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_5,CASE_00126,CUST_0615,Customer,Call,35:19.5,,Phone Call Interaction,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_6,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00126_7,CASE_00126,CUST_0615,Customer,Call,35:19.5,,Phone Call Interaction,I can pay $500 .,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00126_8,CASE_00126,CUST_0615,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00126_9,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00126_10,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00126_11,CASE_00126,CUST_0615,Customer,Email,35:19.5,,Payment Follow-up,I can pay $250 .,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_12,CASE_00126,CUST_0615,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_13,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00126_14,CASE_00126,CUST_0615,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_15,CASE_00126,CUST_0615,Customer,Call,35:19.5,,Phone Call Interaction,I can pay $500 .,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_16,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00126_17,CASE_00126,CUST_0615,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00126_18,CASE_00126,CUST_0615,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00126_19,CASE_00126,CUST_0615,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00126_20,CASE_00126,CUST_0615,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00126_21,CASE_00126,CUST_0615,Customer,Email,35:19.5,,Payment Follow-up,I can pay $100 by end of month.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00126_22,CASE_00126,CUST_0615,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00127_1,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_2,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00127_3,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_4,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00127_5,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_6,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00127_7,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_8,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00127_9,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_10,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00127_11,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_12,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00127_13,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00127_14,CASE_00127,CUST_0888,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00127_15,CASE_00127,CUST_0888,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00128_1,CASE_00128,CUST_0333,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00128_2,CASE_00128,CUST_0333,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00128_3,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00128_4,CASE_00128,CUST_0333,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00128_5,CASE_00128,CUST_0333,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00128_6,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00128_7,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00128_8,CASE_00128,CUST_0333,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Email_CASE_00128_9,CASE_00128,CUST_0333,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00128_10,CASE_00128,CUST_0333,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Call_CASE_00128_11,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00128_12,CASE_00128,CUST_0333,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00128_13,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00128_14,CASE_00128,CUST_0333,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00128_15,CASE_00128,CUST_0333,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00128_16,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00128_17,CASE_00128,CUST_0333,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Call_CASE_00128_18,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00128_19,CASE_00128,CUST_0333,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Call_CASE_00128_20,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00128_21,CASE_00128,CUST_0333,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00129_1,CASE_00129,CUST_0017,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00129_2,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00129_3,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00129_4,CASE_00129,CUST_0017,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00129_5,CASE_00129,CUST_0017,Customer,Call,35:19.5,,Phone Call Interaction,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Call_CASE_00129_6,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00129_7,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00129_8,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00129_9,CASE_00129,CUST_0017,Customer,Call,35:19.5,,Phone Call Interaction,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Call_CASE_00129_10,CASE_00129,CUST_0017,Customer,Call,35:19.5,,Phone Call Interaction,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Call_CASE_00129_11,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00129_12,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00129_13,CASE_00129,CUST_0017,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00129_14,CASE_00129,CUST_0017,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00130_1,CASE_00130,CUST_0863,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00130_2,CASE_00130,CUST_0863,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00130_3,CASE_00130,CUST_0863,Customer,Call,35:19.5,,Phone Call Interaction,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00130_4,CASE_00130,CUST_0863,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00130_5,CASE_00130,CUST_0863,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00130_6,CASE_00130,CUST_0863,Customer,Call,35:19.5,,Phone Call Interaction,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00130_7,CASE_00130,CUST_0863,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00130_8,CASE_00130,CUST_0863,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00130_9,CASE_00130,CUST_0863,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00130_10,CASE_00130,CUST_0863,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00130_11,CASE_00130,CUST_0863,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00130_12,CASE_00130,CUST_0863,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00130_13,CASE_00130,CUST_0863,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00130_14,CASE_00130,CUST_0863,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00130_15,CASE_00130,CUST_0863,Customer,Call,35:19.5,,Phone Call Interaction,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00131_1,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00131_2,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00131_3,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00131_4,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00131_5,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00131_6,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00131_7,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00131_8,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00131_9,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00131_10,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00131_11,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00131_12,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00131_13,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00131_14,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00131_15,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00131_16,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00131_17,CASE_00131,CUST_0301,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00131_18,CASE_00131,CUST_0301,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00132_1,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_2,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00132_3,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00132_4,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00132_5,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00132_6,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_7,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_8,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_9,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00132_10,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00132_11,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_12,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00132_13,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_14,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_15,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00132_16,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00132_17,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00132_18,CASE_00132,CUST_0052,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00132_19,CASE_00132,CUST_0052,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00133_1,CASE_00133,CUST_0647,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00133_2,CASE_00133,CUST_0647,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Email_CASE_00133_3,CASE_00133,CUST_0647,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00133_4,CASE_00133,CUST_0647,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Call_CASE_00133_5,CASE_00133,CUST_0647,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00133_6,CASE_00133,CUST_0647,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00133_7,CASE_00133,CUST_0647,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00133_8,CASE_00133,CUST_0647,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00133_9,CASE_00133,CUST_0647,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00133_10,CASE_00133,CUST_0647,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00133_11,CASE_00133,CUST_0647,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Email_CASE_00133_12,CASE_00133,CUST_0647,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00133_13,CASE_00133,CUST_0647,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00133_14,CASE_00133,CUST_0647,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00133_15,CASE_00133,CUST_0647,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Email_CASE_00133_16,CASE_00133,CUST_0647,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00133_17,CASE_00133,CUST_0647,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00133_18,CASE_00133,CUST_0647,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
